!!!SBtab DocumentName='CMB result' Document='CMBresult' CalculationTime='182.272761 s'		
		
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFlux' TableType='QuantityMatrix' Unit='mM/s'		
concentration	D_Glucose_6_phosphate	1.3392669
concentration	_3_Phospho_D_glyceroyl_phosphate	1.0099204
concentration	CoA	0.53956603
concentration	CO2	0.77712713
concentration	D_Ribose_5_phosphate	1.2069842
concentration	Glycerone_phosphate	0.28224828
concentration	D_Glucose	28.052942
concentration	D_Fructose_1_6_bisphosphate	1.5383462
concentration	D_Glyceraldehyde_3_phosphate	1.2322804
concentration	Phosphoenolpyruvate	0.44085087
concentration	Citrate	10.078627
concentration	Succinyl_CoA	0.23612903
concentration	_3_Phospho_D_glycerate	1.8987075
concentration	D_Glucono_1_5_lactone_6_phosphate	0.65924493
concentration	D_Fructose_6_phosphate	0.57918628
concentration	_2_Phospho_D_glycerate	1.147733
concentration	Succinate	0.49917373
concentration	Sedoheptulose_7_phosphate	1.9906318
		
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'		
!QuantityType	!Reaction	S1
concentration of enzyme	PTS_RPTSsy	0.0077679849
concentration of enzyme	PGI_R02740	0.0051397599
concentration of enzyme	PFK_R04779	0.0031383612
concentration of enzyme	ALD_R01070	0.019210906
concentration of enzyme	TIM_R01015	0.0062180063
concentration of enzyme	GAP_R01061	0.011548158
concentration of enzyme	PGK_R01512	0.0055048281
concentration of enzyme	PGM_R01518	0.0095044061
concentration of enzyme	PGH_R00658	0.027117377
concentration of enzyme	PYK_R00200	0.0091732876
concentration of enzyme	PDH_R00209	0.0092709898
concentration of enzyme	ZWF_R00835	0.00188589
concentration of enzyme	GLH_R02035	0.0018598449
concentration of enzyme	PGD_R01528	0.013290015
concentration of enzyme	RPI_R01056	0.0039322395
concentration of enzyme	RPE_R01529	0.0024157911
concentration of enzyme	TXT_R01641	0.0074516082
concentration of enzyme	TAL_R08575	0.010309615
concentration of enzyme	TXT_R01067	0.00164898
concentration of enzyme	FBP_R00762	0
concentration of enzyme	CSN_R00351	0.006794788
concentration of enzyme	ACN_R01325	0.031538892
concentration of enzyme	ACN_R01900	0.0073262374
concentration of enzyme	ICD_R00709	0.020750748
concentration of enzyme	KGD_R08549	0.00037980933
concentration of enzyme	SCS_R00405	4.3105554e-05
concentration of enzyme	SDH_R02164	0.0031660342
concentration of enzyme	FUM_R01082	0.0017235751
concentration of enzyme	MDH_R00342	0.02367356
concentration of enzyme	PPC_R00345	0.0061343951
		
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'		
!QuantityType	!Reaction	S1
Gibbs energy of reaction	PTS_RPTSsy	2.1033443
Gibbs energy of reaction	PGI_R02740	1.8454103
Gibbs energy of reaction	PFK_R04779	2.2947586
Gibbs energy of reaction	ALD_R01070	0.79978093
Gibbs energy of reaction	TIM_R01015	0.08790648
Gibbs energy of reaction	GAP_R01061	8.0723254
Gibbs energy of reaction	PGK_R01512	8.8260344
Gibbs energy of reaction	PGM_R01518	3.6755608
Gibbs energy of reaction	PGH_R00658	0.96580925
Gibbs energy of reaction	PYK_R00200	0.90254107
Gibbs energy of reaction	PDH_R00209	19.302102
Gibbs energy of reaction	ZWF_R00835	1.1990663
Gibbs energy of reaction	GLH_R02035	0.28225436
Gibbs energy of reaction	PGD_R01528	2.4267192
Gibbs energy of reaction	RPI_R01056	1.2702618
Gibbs energy of reaction	RPE_R01529	0.82118091
Gibbs energy of reaction	TXT_R01641	0.30098376
Gibbs energy of reaction	TAL_R08575	0.1477832
Gibbs energy of reaction	TXT_R01067	2.985768
Gibbs energy of reaction	FBP_R00762	3.4610725
Gibbs energy of reaction	CSN_R00351	0.31775105
Gibbs energy of reaction	ACN_R01325	0.26976979
Gibbs energy of reaction	ACN_R01900	0.62935425
Gibbs energy of reaction	ICD_R00709	1.9239436
Gibbs energy of reaction	KGD_R08549	5.0653718
Gibbs energy of reaction	SCS_R00405	4.2477435
Gibbs energy of reaction	SDH_R02164	0.23204721
Gibbs energy of reaction	FUM_R01082	1.1753494
Gibbs energy of reaction	MDH_R00342	0.18127294
Gibbs energy of reaction	PPC_R00345	-0.70958412
