!!!SBtab Document='CMBresult' DocumentName='CMB result' CalculationTime='182.272761 s'						
						
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'						
!ID	!ReactionFormula	!Name	!NameForPlots	!Identifiers:kegg.reaction	!IsReversible	!Gene
Glycerone_phosphate	0.95658899	0.18815552				
D_Glucose	0.39054129	0.46959823				
D_Fructose_1_6_bisphosphate	0.75894664	0.12807225				
D_Glyceraldehyde_3_phosphate	0.78266372	0.32729574				
Phosphoenolpyruvate	0.38579787	0.2972541				
Citrate	0.011067972	0.44746229				
Succinyl_CoA	0.22768399	0.096449469				
_3_Phospho_D_glycerate	0.56920998	0.12174769				
D_Glucono_1_5_lactone_6_phosphate	0.46327368	0.95817013				
D_Fructose_6_phosphate	0.75894664	0.26563132				
_2_Phospho_D_glycerate	0.53126265	0.33203915				
Succinate	0.38105446	0.1628573				
Sedoheptulose_7_phosphate	0.99137405	0.41425837				
PTS_RPTSsy	0.39528471	0.39844699				
PGI_R02740	0.671984	0.44588115				
PFK_R04779	0.63245553	0.091706052				
ALD_R01070	0.85381497	0.20080463				
TIM_R01015	0.90599255	0.26088791				
GAP_R01061	0.47592279	0.23558969				
PGK_R01512	0.53916834	0				
PGM_R01518	0.55656087	0.23400855				
PGH_R00658	0.45378684	0.3826356				
PYK_R00200	0.42374521	0.13914022				
PDH_R00209	0.14388363	0.28934841				
ZWF_R00835	0.50754556	0.85697725				
GLH_R02035	0.37947332	0.99927974				
PGD_R01528	0.38737901	0.728905				
RPI_R01056	0.78898828	0.72258045				
RPE_R01529	0.77159575	0.64826692				
TXT_R01641	0.94235874	0.50122101				
TAL_R08575	0.90915483	0.31306549				
TXT_R01067	0.88701888	0.37156763				
FBP_R00762	0.6435235	0.17708755				
CSN_R00351	0.018973666	0.34943168				
ACN_R01325	0.039528471	0.53284379				
ACN_R01900	0.17076299	0.55497973				
ICD_R00709	0.11067972	0.39528471				
KGD_R08549	0.1628573	0.22294058				
SCS_R00405	0.33203915	0.077475803				
SDH_R02164	0.41425837	0.27037474				
FUM_R01082	0.30990321	0.46801709				
MDH_R00342	0.20712919	0.39370357				
PPC_R00345	0.28934841	0.3257146				
						
!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit		
equilibrium constant	PTS_RPTSsy		0.039199061	dimensionless		
equilibrium constant	PGI_R02740		0.91044358	dimensionless		
equilibrium constant	PFK_R04779		3.0786753	dimensionless		
equilibrium constant	ALD_R01070		0.31217801	dimensionless		
equilibrium constant	TIM_R01015		4.5235436	dimensionless		
equilibrium constant	GAP_R01061		0.37901871	dimensionless		
equilibrium constant	PGK_R01512		143.98645	dimensionless		
equilibrium constant	PGM_R01518		2.6626447	dimensionless		
equilibrium constant	PGH_R00658		0.56709174	dimensionless		
equilibrium constant	PYK_R00200		1.101315	dimensionless		
equilibrium constant	PDH_R00209		326.32825	dimensionless		
equilibrium constant	ZWF_R00835		8.7764075	dimensionless		
equilibrium constant	GLH_R02035		4.6314277	dimensionless		
equilibrium constant	PGD_R01528		10.119335	dimensionless		
equilibrium constant	RPI_R01056		1.6614286	dimensionless		
equilibrium constant	RPE_R01529		1.0399969	dimensionless		
equilibrium constant	TXT_R01641		2.53397	dimensionless		
equilibrium constant	TAL_R08575		0.11322254	dimensionless		
equilibrium constant	TXT_R01067		5.8178115	dimensionless		
equilibrium constant	FBP_R00762		1.3765803	dimensionless		
equilibrium constant	CSN_R00351		3.792086	dimensionless		
equilibrium constant	ACN_R01325		0.0022889762	dimensionless		
equilibrium constant	ACN_R01900		0.81535599	dimensionless		
equilibrium constant	ICD_R00709		0.75064665	dimensionless		
equilibrium constant	KGD_R08549		0.11731976	dimensionless		
equilibrium constant	SCS_R00405		15.224115	dimensionless		
equilibrium constant	SDH_R02164		0.45096082	dimensionless		
equilibrium constant	FUM_R01082		15.726369	dimensionless		
equilibrium constant	MDH_R00342		0.020392739	dimensionless		
equilibrium constant	PPC_R00345		0.15769151	dimensionless		
catalytic rate constant geometric mean	PTS_RPTSsy		409.95846	1/s		
catalytic rate constant geometric mean	PGI_R02740		291.42802	1/s		
catalytic rate constant geometric mean	PFK_R04779		402.44638	1/s		
catalytic rate constant geometric mean	ALD_R01070		214.41077	1/s		
catalytic rate constant geometric mean	TIM_R01015		8188.453	1/s		
catalytic rate constant geometric mean	GAP_R01061		220.72544	1/s		
catalytic rate constant geometric mean	PGK_R01512		443.847	1/s		
catalytic rate constant geometric mean	PGM_R01518		184.72876	1/s		
catalytic rate constant geometric mean	PGH_R00658		285.83617	1/s		
catalytic rate constant geometric mean	PYK_R00200		322.19164	1/s		
catalytic rate constant geometric mean	PDH_R00209		61.908361	1/s		
catalytic rate constant geometric mean	ZWF_R00835		608.50874	1/s		
catalytic rate constant geometric mean	GLH_R02035		1696.4456	1/s		
catalytic rate constant geometric mean	PGD_R01528		201.74994	1/s		
catalytic rate constant geometric mean	RPI_R01056		241.55533	1/s		
catalytic rate constant geometric mean	RPE_R01529		210.69634	1/s		
catalytic rate constant geometric mean	TXT_R01641		201.92647	1/s		
catalytic rate constant geometric mean	TAL_R08575		222.14929	1/s		
catalytic rate constant geometric mean	TXT_R01067		172.07494	1/s		
catalytic rate constant geometric mean	FBP_R00762		87.985604	1/s		
catalytic rate constant geometric mean	CSN_R00351		267.05506	1/s		
catalytic rate constant geometric mean	ACN_R01325		242.27186	1/s		
catalytic rate constant geometric mean	ACN_R01900		339.35458	1/s		
catalytic rate constant geometric mean	ICD_R00709		179.28692	1/s		
catalytic rate constant geometric mean	KGD_R08549		175.21115	1/s		
catalytic rate constant geometric mean	SCS_R00405		197.73239	1/s		
catalytic rate constant geometric mean	SDH_R02164		194.02929	1/s		
catalytic rate constant geometric mean	FUM_R01082		236.59538	1/s		
catalytic rate constant geometric mean	MDH_R00342		214.25337	1/s		
catalytic rate constant geometric mean	PPC_R00345		196.24649	1/s		
Michaelis constant	FUM_R01082	_S__Malate	0.17473093	mM		
Michaelis constant	MDH_R00342	_S__Malate	0.15934725	mM		
Michaelis constant	PDH_R00209	Acetyl_CoA	0.20059881	mM		
Michaelis constant	CSN_R00351	Acetyl_CoA	0.071940738	mM		
Michaelis constant	SDH_R02164	Fumarate	0.089348849	mM		
Michaelis constant	FUM_R01082	Fumarate	0.055763676	mM		
Michaelis constant	ACN_R01325	cis_Aconitate	0.036739743	mM		
Michaelis constant	ACN_R01900	cis_Aconitate	0.061205936	mM		
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.030606201	mM		
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.058309321	mM		
Michaelis constant	GAP_R01061	Orthophosphate	1.2153558	mM		
Michaelis constant	FBP_R00762	Orthophosphate	0.10122288	mM		
Michaelis constant	SCS_R00405	Orthophosphate	0.075284374	mM		
Michaelis constant	PPC_R00345	Orthophosphate	0.12722381	mM		
Michaelis constant	PTS_RPTSsy	Pyruvate	0.055535157	mM		
Michaelis constant	PYK_R00200	Pyruvate	0.32113033	mM		
Michaelis constant	PDH_R00209	Pyruvate	0.025308304	mM		
Michaelis constant	ZWF_R00835	NADPplus	0.0036923012	mM		
Michaelis constant	PGD_R01528	NADPplus	0.057893707	mM		
Michaelis constant	ZWF_R00835	NADPH	0.010960468	mM		
Michaelis constant	PGD_R01528	NADPH	0.17027382	mM		
Michaelis constant	GAP_R01061	NADH	0.073478049	mM		
Michaelis constant	PDH_R00209	NADH	0.19992345	mM		
Michaelis constant	ICD_R00709	NADH	0.10994788	mM		
Michaelis constant	KGD_R08549	NADH	0.1248582	mM		
Michaelis constant	MDH_R00342	NADH	0.061230413	mM		
Michaelis constant	GAP_R01061	NADplus	0.079114138	mM		
Michaelis constant	PDH_R00209	NADplus	0.049082343	mM		
Michaelis constant	ICD_R00709	NADplus	0.067294772	mM		
Michaelis constant	KGD_R08549	NADplus	0.0818658	mM		
Michaelis constant	MDH_R00342	NADplus	0.16009534	mM		
Michaelis constant	PFK_R04779	ATP	0.096431611	mM		
Michaelis constant	PGK_R01512	ATP	0.42962112	mM		
Michaelis constant	PYK_R00200	ATP	0.31151861	mM		
Michaelis constant	SCS_R00405	ATP	0.13305553	mM		
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.12988646	mM		
Michaelis constant	KGD_R08549	_2_Oxoglutarate	3.8221876	mM		
Michaelis constant	CSN_R00351	Oxaloacetate	0.072612318	mM		
Michaelis constant	MDH_R00342	Oxaloacetate	0.062110887	mM		
Michaelis constant	PPC_R00345	Oxaloacetate	0.12705485	mM		
Michaelis constant	SDH_R02164	Ubiquinone	0.11334278	mM		
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.080314149	mM		
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.36756992	mM		
Michaelis constant	SDH_R02164	Ubiquinol	0.088654597	mM		
Michaelis constant	PFK_R04779	ADP	0.1119659	mM		
Michaelis constant	PGK_R01512	ADP	0.22892373	mM		
Michaelis constant	PYK_R00200	ADP	0.16105948	mM		
Michaelis constant	SCS_R00405	ADP	0.075277271	mM		
Michaelis constant	ACN_R01900	Isocitrate	0.082340377	mM		
Michaelis constant	ICD_R00709	Isocitrate	0.75822107	mM		
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.17125875	mM		
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.17272227	mM		
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.097857693	mM		
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.1017102	mM		
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.25232319	mM		
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.27687053	mM		
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.058727266	mM		
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.10133529	mM		
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.10657707	mM		
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.061232915	mM		
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.0023545845	mM		
Michaelis constant	PDH_R00209	CoA	0.046336521	mM		
Michaelis constant	CSN_R00351	CoA	0.12883114	mM		
Michaelis constant	KGD_R08549	CoA	0.083975749	mM		
Michaelis constant	SCS_R00405	CoA	0.13319849	mM		
Michaelis constant	PDH_R00209	CO2	0.20057642	mM		
Michaelis constant	PGD_R01528	CO2	0.17116724	mM		
Michaelis constant	ICD_R00709	CO2	0.13587976	mM		
Michaelis constant	KGD_R08549	CO2	0.12323029	mM		
Michaelis constant	PPC_R00345	CO2	0.078928388	mM		
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	1.9394567	mM		
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.43310275	mM		
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.1195618	mM		
Michaelis constant	TIM_R01015	Glycerone_phosphate	0.58936951	mM		
Michaelis constant	PTS_RPTSsy	D_Glucose	0.16650345	mM		
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.11400197	mM		
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.081418315	mM		
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.098787207	mM		
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.12181092	mM		
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	1.2340467	mM		
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.19249451	mM		
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.18128746	mM		
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.12203573	mM		
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.097141639	mM		
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.1052359	mM		
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.3405995	mM		
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.17857274	mM		
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.078992491	mM		
Michaelis constant	CSN_R00351	Citrate	0.13585819	mM		
Michaelis constant	ACN_R01325	Citrate	0.2695281	mM		
Michaelis constant	KGD_R08549	Succinyl_CoA	0.1238066	mM		
Michaelis constant	SCS_R00405	Succinyl_CoA	0.075460855	mM		
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.60406316	mM		
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.43321001	mM		
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.20873787	mM		
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.01599437	mM		
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.09519546	mM		
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.07718095	mM		
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.080418047	mM		
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	5.9662885	mM		
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.10122163	mM		
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.05596439	mM		
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.21134797	mM		
Michaelis constant	SCS_R00405	Succinate	0.13321158	mM		
Michaelis constant	SDH_R02164	Succinate	0.11360651	mM		
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.18141383	mM		
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.12266239	mM		
substrate catalytic rate constant	PTS_RPTSsy		188.13404	1/s		
substrate catalytic rate constant	PGI_R02740		286.89968	1/s		
substrate catalytic rate constant	PFK_R04779		539.20718	1/s		
substrate catalytic rate constant	ALD_R01070		283.24971	1/s		
substrate catalytic rate constant	TIM_R01015		12035.643	1/s		
substrate catalytic rate constant	GAP_R01061		275.6128	1/s		
substrate catalytic rate constant	PGK_R01512		242.72397	1/s		
substrate catalytic rate constant	PGM_R01518		838.65718	1/s		
substrate catalytic rate constant	PGH_R00658		169.55901	1/s		
substrate catalytic rate constant	PYK_R00200		181.29596	1/s		
substrate catalytic rate constant	PDH_R00209		94.601175	1/s		
substrate catalytic rate constant	ZWF_R00835		747.63649	1/s		
substrate catalytic rate constant	GLH_R02035		2639.2239	1/s		
substrate catalytic rate constant	PGD_R01528		527.79279	1/s		
substrate catalytic rate constant	RPI_R01056		92.916229	1/s		
substrate catalytic rate constant	RPE_R01529		210.76002	1/s		
substrate catalytic rate constant	TXT_R01641		585.93436	1/s		
substrate catalytic rate constant	TAL_R08575		113.79883	1/s		
substrate catalytic rate constant	TXT_R01067		173.92057	1/s		
substrate catalytic rate constant	FBP_R00762		320.54332	1/s		
substrate catalytic rate constant	CSN_R00351		284.10518	1/s		
substrate catalytic rate constant	ACN_R01325		31.39479	1/s		
substrate catalytic rate constant	ACN_R01900		264.1908	1/s		
substrate catalytic rate constant	ICD_R00709		796.53016	1/s		
substrate catalytic rate constant	KGD_R08549		222.89091	1/s		
substrate catalytic rate constant	SCS_R00405		328.3613	1/s		
substrate catalytic rate constant	SDH_R02164		166.12696	1/s		
substrate catalytic rate constant	FUM_R01082		530.04321	1/s		
substrate catalytic rate constant	MDH_R00342		79.242764	1/s		
substrate catalytic rate constant	PPC_R00345		125.48053	1/s		
product catalytic rate constant	PTS_RPTSsy		893.33082	1/s		
product catalytic rate constant	PGI_R02740		296.02784	1/s		
product catalytic rate constant	PFK_R04779		300.37266	1/s		
product catalytic rate constant	ALD_R01070		162.30194	1/s		
product catalytic rate constant	TIM_R01015		5571.0164	1/s		
product catalytic rate constant	GAP_R01061		176.76871	1/s		
product catalytic rate constant	PGK_R01512		811.62219	1/s		
product catalytic rate constant	PGM_R01518		40.689705	1/s		
product catalytic rate constant	PGH_R00658		481.8518	1/s		
product catalytic rate constant	PYK_R00200		572.58558	1/s		
product catalytic rate constant	PDH_R00209		40.513716	1/s		
product catalytic rate constant	ZWF_R00835		495.27128	1/s		
product catalytic rate constant	GLH_R02035		1090.4447	1/s		
product catalytic rate constant	PGD_R01528		77.119356	1/s		
product catalytic rate constant	RPI_R01056		627.97401	1/s		
product catalytic rate constant	RPE_R01529		210.63267	1/s		
product catalytic rate constant	TXT_R01641		69.588511	1/s		
product catalytic rate constant	TAL_R08575		433.66268	1/s		
product catalytic rate constant	TXT_R01067		170.2489	1/s		
product catalytic rate constant	FBP_R00762		24.151077	1/s		
product catalytic rate constant	CSN_R00351		251.02818	1/s		
product catalytic rate constant	ACN_R01325		1869.5985	1/s		
product catalytic rate constant	ACN_R01900		435.90287	1/s		
product catalytic rate constant	ICD_R00709		40.354783	1/s		
product catalytic rate constant	KGD_R08549		137.73082	1/s		
product catalytic rate constant	SCS_R00405		119.07036	1/s		
product catalytic rate constant	SDH_R02164		226.61803	1/s		
product catalytic rate constant	FUM_R01082		105.60907	1/s		
product catalytic rate constant	MDH_R00342		579.28955	1/s		
product catalytic rate constant	PPC_R00345		306.9216	1/s		
protein molecular mass	PTS_RPTSsy		255848	Da		
protein molecular mass	PGI_R02740		61530	Da		
protein molecular mass	PFK_R04779		139360	Da		
protein molecular mass	ALD_R01070		39147	Da		
protein molecular mass	TIM_R01015		53940	Da		
protein molecular mass	GAP_R01061		35530	Da		
protein molecular mass	PGK_R01512		41120	Da		
protein molecular mass	PGM_R01518		28556	Da		
protein molecular mass	PGH_R00658		45650	Da		
protein molecular mass	PYK_R00200		50000	Da		
protein molecular mass	PDH_R00209		282880	Da		
protein molecular mass	ZWF_R00835		55700	Da		
protein molecular mass	GLH_R02035		36310	Da		
protein molecular mass	PGD_R01528		102960	Da		
protein molecular mass	RPI_R01056		19466	Da		
protein molecular mass	RPE_R01529		24554	Da		
protein molecular mass	TXT_R01641		73043	Da		
protein molecular mass	TAL_R08575		35219	Da		
protein molecular mass	TXT_R01067		73043	Da		
protein molecular mass	FBP_R00762		36834	Da		
protein molecular mass	CSN_R00351		96020	Da		
protein molecular mass	ACN_R01325		95588	Da		
protein molecular mass	ACN_R01900		95588	Da		
protein molecular mass	ICD_R00709		45760	Da		
protein molecular mass	KGD_R08549		1209180	Da		
protein molecular mass	SCS_R00405		71170	Da		
protein molecular mass	SDH_R02164		792299	Da		
protein molecular mass	FUM_R01082		60000	Da		
protein molecular mass	MDH_R00342		32337	Da		
protein molecular mass	PPC_R00345		198120	Da		
molecular mass		_S__Malate	134	Da		
molecular mass		Acetyl_CoA	810	Da		
molecular mass		Fumarate	116	Da		
molecular mass		cis_Aconitate	174	Da		
molecular mass		_6_Phospho_D_gluconate	276	Da		
molecular mass		Orthophosphate	98	Da		
molecular mass		Pyruvate	88	Da		
molecular mass		NADPplus	744	Da		
molecular mass		NADPH	745	Da		
molecular mass		NADH	665	Da		
molecular mass		NADplus	664	Da		
molecular mass		ATP	507	Da		
molecular mass		H2O	NaN	Da		
