!!!SBtab Document='Model' DocumentName='ECM metabolic state'					
					
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFlux' TableType='QuantityMatrix' Unit='mM/s'					
enzyme capacity	TIM_R01015	0.00030177103			
enzyme capacity	GAP_R01061	0.0081233806			
enzyme capacity	PGK_R01512	0.0030830118			
enzyme capacity	PGM_R01518	0.0020417877			
enzyme capacity	PGH_R00658	0.0051824355			
enzyme capacity	PYK_R00200	0.014128305			
enzyme capacity	PDH_R00209	0.012641465			
enzyme capacity	ZWF_R00835	0.0053643845			
enzyme capacity	GLH_R02035	6.5735128e-05			
enzyme capacity	PGD_R01528	0.0049670365			
enzyme capacity	RPI_R01056	0.0007339935			
enzyme capacity	RPE_R01529	0.00079279203			
enzyme capacity	TXT_R01641	0.022943357			
enzyme capacity	TAL_R08575	0.15221226			
enzyme capacity	TXT_R01067	0.014858135			
enzyme capacity	FBP_R00762	1.3134345e-05			
enzyme capacity	CSN_R00351	0.00021103129			
enzyme capacity	ACN_R01325	0.29140224			
enzyme capacity	ACN_R01900	0.30133064			
enzyme capacity	ICD_R00709	0.0019340432			
enzyme capacity	KGD_R08549	0.00086974007			
enzyme capacity	SCS_R00405	0.0052329272			
enzyme capacity	SDH_R02164	0.0046227829			
enzyme capacity	FUM_R01082	0.0025512527			
enzyme capacity	MDH_R00342	0.0012384095			
enzyme capacity	PPC_R00345	0.00042085793			
					
!!SBtab TableName='Energetic efficiencies' TableID='EnergeticEfficiency' TableType='QuantityMatrix' Unit='dimensionless'					
!QuantityType	!Reaction	emc4cm			
energetic efficiency	PTS_RPTSsy	0.78768357			
energetic efficiency	PGI_R02740	0.56569835			
energetic efficiency	PFK_R04779	0.046494377			
energetic efficiency	ALD_R01070	0.42022084			
energetic efficiency	TIM_R01015	0.064776481			
energetic efficiency	GAP_R01061	0.14529289			
energetic efficiency	PGK_R01512	0.70648501			
energetic efficiency	PGM_R01518	0.13324609			
energetic efficiency	PGH_R00658	0.17893858			
energetic efficiency	PYK_R00200	0.18227274			
energetic efficiency	PDH_R00209	0.84111865			
energetic efficiency	ZWF_R00835	0.96133636			
energetic efficiency	GLH_R02035	0.40645861			
energetic efficiency	PGD_R01528	0.30849262			
energetic efficiency	RPI_R01056	0.29572595			
energetic efficiency	RPE_R01529	0.18072078			
energetic efficiency	TXT_R01641	0.34796628			
energetic efficiency	TAL_R08575	0.53468114			
energetic efficiency	TXT_R01067	0.19592791			
energetic efficiency	FBP_R00762	0.96884222			
energetic efficiency	CSN_R00351	0.20934145			
energetic efficiency	ACN_R01325	0.82064719			
energetic efficiency	ACN_R01900	0.75414754			
energetic efficiency	ICD_R00709	0.015141107			
energetic efficiency	KGD_R08549	0.077500377			
energetic efficiency	SCS_R00405	0.36047585			
energetic efficiency	SDH_R02164	0.38294106			
energetic efficiency	FUM_R01082	0.3254494			
energetic efficiency	MDH_R00342	0.092483475			
energetic efficiency	PPC_R00345	0.005965824			
					
!!SBtab TableName='Saturation efficiencies' TableID='SaturationEfficiency' TableType='QuantityMatrix' Unit='dimensionless'					
!QuantityType	!Reaction	emc4cm			
saturation efficiency	PTS_RPTSsy	0.99999972			
saturation efficiency	PGI_R02740	0.8438947			
saturation efficiency	PFK_R04779	0.98988948			
saturation efficiency	ALD_R01070	0.74294949			
saturation efficiency	TIM_R01015	0.19831978			
saturation efficiency	GAP_R01061	0.98426151			
saturation efficiency	PGK_R01512	0.970713			
saturation efficiency	PGM_R01518	0.67272276			
saturation efficiency	PGH_R00658	0.88220501			
saturation efficiency	PYK_R00200	0.99990639			
saturation efficiency	PDH_R00209	1			
saturation efficiency	ZWF_R00835	0.99959985			
saturation efficiency	GLH_R02035	0.99999985			
saturation efficiency	PGD_R01528	0.99983486			
saturation efficiency	RPI_R01056	0.40184753			
saturation efficiency	RPE_R01529	0.43629081			
saturation efficiency	TXT_R01641	0.96398946			
saturation efficiency	TAL_R08575	0.96791049			
saturation efficiency	TXT_R01067	0.99948225			
saturation efficiency	FBP_R00762	0.99999999			
saturation efficiency	CSN_R00351	0.99999881			
saturation efficiency	ACN_R01325	0.7345822			
saturation efficiency	ACN_R01900	0.80466032			
saturation efficiency	ICD_R00709	0.99999996			
saturation efficiency	KGD_R08549	1			
saturation efficiency	SCS_R00405	0.97516916			
saturation efficiency	SDH_R02164	0.99771589			
saturation efficiency	FUM_R01082	0.40113929			
saturation efficiency	MDH_R00342	0.36811054			
saturation efficiency	PPC_R00345	0.76313368			
